stream_id,step,fraction,processed,true_f0,estimate
26,0,0.05,10000,9702,9857.53
26,1,0.1,20000,19337,19203.9
26,2,0.15,30000,28938,30182.1
26,3,0.2,40000,38520,38750.2
26,4,0.25,50000,48103,48361.6
26,5,0.3,60000,57667,57499.5
26,6,0.35,70000,67215,67790.2
26,7,0.4,80000,76736,77632.8
26,8,0.45,90000,86246,84672.4
26,9,0.5,100000,95769,92783.1
26,10,0.55,110000,105270,103619
26,11,0.6,120000,114725,112535
26,12,0.65,130000,124157,117710
26,13,0.7,140000,133603,127884
26,14,0.75,150000,143027,139443
26,15,0.8,160000,152464,150665
26,16,0.85,170000,161905,161478
26,17,0.9,180000,171309,170621
26,18,0.95,190000,180728,180005
26,19,1,200000,190097,187582
27,0,0.05,10000,9702,9696.51
27,1,0.1,20000,19328,19583.6
27,2,0.15,30000,28947,29062.8
27,3,0.2,40000,38524,38927.6
27,4,0.25,50000,48102,46249.7
27,5,0.3,60000,57615,55270.6
27,6,0.35,70000,67106,65502.4
27,7,0.4,80000,76634,76873.4
27,8,0.45,90000,86088,87007.5
27,9,0.5,100000,95533,96211.2
27,10,0.55,110000,104966,104104
27,11,0.6,120000,114398,112775
27,12,0.65,130000,123826,120830
27,13,0.7,140000,133261,130002
27,14,0.75,150000,142715,136490
27,15,0.8,160000,152136,144690
27,16,0.85,170000,161551,153485
27,17,0.9,180000,170930,163798
27,18,0.95,190000,180327,170591
27,19,1,200000,189693,184214
28,0,0.05,10000,9697,9466.94
28,1,0.1,20000,19313,18363.8
28,2,0.15,30000,28907,27208.4
28,3,0.2,40000,38464,36602.1
28,4,0.25,50000,47993,45623.3
28,5,0.3,60000,57520,56089.8
28,6,0.35,70000,67097,65081.6
28,7,0.4,80000,76621,75561.5
28,8,0.45,90000,86140,84330.3
28,9,0.5,100000,95623,92468.8
28,10,0.55,110000,105097,100616
28,11,0.6,120000,114544,110422
28,12,0.65,130000,123975,117994
28,13,0.7,140000,133375,127387
28,14,0.75,150000,142801,138405
28,15,0.8,160000,152211,149730
28,16,0.85,170000,161606,158317
28,17,0.9,180000,171013,171257
